"student_id","age","gender","residency","socioeconomic_status","parental_education","family_income","distance_to_university","study_hours_weekly","attendance_rate","library_usage","extracurricular_activities","internet_access","device_ownership","previous_grade","math_score","science_score","english_score","study_group_participation","scholarship_status","campus_housing","part_time_job","commute_time","sleep_hours","stress_level","course_load","faculty","year_of_study","mobile_money_usage","health_status","academic_performance","study_hours_binned","income_binned","total_score"
4525,26,"Male","Urban","Low","Secondary",7024.11,23.6,20.4,NA,2.1,"Both","No","Smartphone",43.9,90.7,34.5,50.4,"No","None","Off-Campus","No",23.2,8,"Moderate",9.8,"Sciences","2nd",3537.24,"Excellent",NA,"High","Low",58.5333333333333
4526,25,"Male","Urban","Middle","Secondary",-23601.36,66.8,13.2,0.802416024496779,4.4,"Clubs","Yes","Both",44.3,81.7,74.4,20.2,"No","None","Off-Campus","No",35.6,4,"High",14.6,"Arts","3rd",-639.56,"Fair","Poor","Moderate","Low",58.7666666666667
4527,22,"Male","Rural","Middle","Tertiary",54614.91,67.7,4,0.811362165026367,3,"None","Yes","Smartphone",86.1,47.2,43.6,54.3,"No","None","On-Campus","No",43.1,8,"Low",15.9,"Sciences","2nd",3513.81,"Excellent","Poor","Low","High",48.3666666666667
4528,25,"Male","Urban","Low","Primary",36866.16,60.4,13.9,0.848338086390868,3.9,"Both","Yes","Smartphone",40.7,54.7,39,95.5,"No","Partial","On-Campus","No",25.3,5.2,"High",11.4,"Arts","3rd",4418.85,"Excellent","Average","Moderate","High",63.0666666666667
4529,27,"Male","Urban","Low","Secondary",25915.45,88.6,11.9,0.864605286507867,3.4,"Both","Yes","Laptop",85.1,65.7,42.2,73.1,"Yes","Full","Off-Campus","No",21.3,6.1,"High",13,"Education","2nd",5419.71,"Excellent","Average","Moderate","Medium-High",60.3333333333333
4530,17,"Female","Urban","Middle","None",22521.04,3.9,17.2,0.920199828688055,4.6,"Both","Yes","Both",68.1,70.1,87.5,50.9,"No","None","Off-Campus","No",47.7,5.9,"Moderate",14.5,"Engineering","4th",2433.33,"Excellent","Excellent","Moderate","Medium-Low",69.5
4531,28,"Male","Urban","Middle","Secondary",-5609.99,66.9,15,0.741920391796157,4.2,"None","No","Smartphone",86.1,62.3,81.1,79.9,"No","None","Off-Campus","No",15.5,6.7,"Moderate",19,"Business","1st",-346.61,"Excellent","Good","Moderate","Low",74.4333333333333
4532,29,"Female","Urban","Low","Tertiary",28976.7,5.8,16.9,0.682066715904512,3.1,"None","Yes","Smartphone",55.6,52.7,73.5,29.1,"Yes","Partial","On-Campus","Yes",51.8,7.1,"High",16.3,"Sciences","2nd",2075.43,"Fair","Poor","Moderate","Medium-High",51.7666666666667
4533,23,"Female","Urban","Low","Secondary",42493.21,33.8,14.2,0.638788297772408,3.9,"Clubs","No","Smartphone",84.9,67,41.7,86.8,"Yes","None","Off-Campus","No",12,5,"Low",20.8,"Engineering","3rd",4248.45,"Fair","Good","Moderate","High",65.1666666666667
4534,18,"Female","Urban","Middle","Primary",13760.06,62.7,22.3,0.538461783202365,7.6,"None","Yes","None",45.3,46.5,56.9,42.6,"No","None","Off-Campus","No",20.8,8.5,"Low",15.9,"Sciences","4th",5023.35,"Excellent","Good","High","Low",48.6666666666667
4535,24,"Female","Rural","Middle","Tertiary",27924.6,71.8,11.6,0.588266277103685,7.2,"Clubs","Yes","Smartphone",43,NA,77.7,58.8,"Yes","None","Off-Campus","No",14.5,7.3,"Moderate",19,"Education","2nd",2131.96,"Fair",NA,"Moderate","Medium-High",68.25
4536,19,"Male","Urban","Low","Secondary",8382.94,89.1,21.2,0.571049817255698,6.7,"None","Yes","None",83.6,61.2,49.4,57.5,"Yes","None","On-Campus","Yes",25.5,7.7,"Low",15.3,"Education","2nd",2595.11,"Fair","Good","High","Low",56.0333333333333
4537,24,"Male","Rural","Middle","Secondary",31725.44,88.3,24.3,0.867181729525328,3.7,"None","Yes","Smartphone",60.3,57.8,72.6,64.7,"No","None","Off-Campus","Yes",14.1,6.5,"Moderate",17.8,"Education","4th",1923.73,"Fair","Excellent","High","Medium-High",65.0333333333333
4538,28,"Male","Urban","Middle","Tertiary",43727.43,98,22.8,0.60951607930474,3.7,"Clubs","Yes","Smartphone",89.4,67.8,35.9,65,"No","None","Off-Campus","No",10.2,4.7,"Moderate",16.9,"Sciences","4th",2334.52,"Excellent","Good","High","High",56.2333333333333
4539,20,"Male","Urban","Middle","None",27960.99,89.9,16.3,0.896885851863772,4,"Sports","Yes","None",82.7,69.5,92.6,69.9,"No","None","On-Campus","Yes",46.6,5,"Moderate",11.4,"Arts","3rd",3095.62,"Excellent","Excellent","Moderate","Medium-High",77.3333333333333
4540,18,"Male","Rural","Middle","Secondary",2743.65,9.5,6.5,0.588091272395104,4.6,"Both","Yes","Laptop",72.6,49.2,53.2,71.1,"Yes","Partial","On-Campus","No",42.5,5.9,"High",19.4,"Arts","2nd",5081.99,"Fair","Poor","Low","Low",57.8333333333333
4541,18,"Female","Urban","Low","Primary",25511.47,34.1,6.6,0.533064588205889,-0.1,"Clubs","Yes","Laptop",55,46.4,80.7,50.6,"Yes","None","On-Campus","Yes",39.9,9.2,"High",16.7,"Education","1st",5489.89,"Excellent","Poor","Low","Medium-High",59.2333333333333
4542,26,"Female","Urban","Low","None",12019.02,34.4,15.1,NA,8.6,"Clubs","Yes","Smartphone",85.2,52.7,57,63.4,"Yes","Partial","On-Campus","Yes",32.9,7,"Low",20.5,"Arts","4th",5897.93,"Excellent",NA,"Moderate","Low",57.7
4543,29,"Female","Rural","Low","Secondary",32299.97,16.3,16.5,0.687186946277507,8,"Both","No","Smartphone",62.4,58.8,57.1,28.1,"No","None","Off-Campus","No",43.4,8.3,"Low",13.7,"Business","1st",4360.42,"Good","Poor","Moderate","Medium-High",48
4544,18,"Male","Urban","Low","Secondary",19351.69,39.8,16.9,0.785262429737486,-3.2,"None","No","None",76.6,66.1,56.9,69.9,"Yes","None","Off-Campus","Yes",28,7.5,"Low",15.4,"Sciences","1st",2255.56,"Excellent","Good","Moderate","Medium-Low",64.3
4545,29,"Male","Urban","Middle","Secondary",29088.21,36.1,11.6,0.859408148215152,8.6,"None","Yes","Laptop",48.1,44.8,52.3,42.6,"No","Partial","On-Campus","Yes",28.8,6.5,"Moderate",18.3,"Business","3rd",2770.92,"Fair","Average","Moderate","Medium-High",46.5666666666667
4546,22,"Male","Rural","Middle","Primary",1922.45,11.9,14.8,0.907288441667333,7.4,"None","Yes","Both",88.6,58.6,86.2,50.1,"Yes","None","On-Campus","No",-8.1,7,"Moderate",14.5,"Business","1st",4156.9,"Fair","Good","Moderate","Low",64.9666666666667
4547,27,"Female","Urban","Middle","Primary",33960.32,3.7,17.5,0.622527436236851,7.5,"Clubs","Yes","None",63.8,59.4,43.5,63,"Yes","None","On-Campus","No",30.8,4.5,"Low",20.4,"Sciences","3rd",1441.67,"Fair","Excellent","Moderate","Medium-High",55.3
4548,20,"Female","Rural","Low","Primary",8862.89,31.6,20.9,0.868184401886538,6,"Both","No","Smartphone",77,66.4,58,46,"No","None","Off-Campus","Yes",48.5,7.3,"Moderate",13.7,"Education","2nd",2125.06,"Fair","Good","High","Low",56.8
4549,21,"Female","Urban","Middle","Secondary",27301.3,41.7,12.7,0.97027437039651,3.4,"Clubs","Yes","Both",91.3,57.6,33,44.2,"Yes","None","On-Campus","No",26.2,9.3,"Low",12.9,"Business","1st",6293.88,"Excellent","Good","Moderate","Medium-High",44.9333333333333
4550,19,"Male","Urban","Middle","Tertiary",17374.33,29.8,19.8,0.569040879607201,2.1,"Sports","Yes","None",99.1,60.9,69.2,47.5,"Yes","None","On-Campus","No",22.4,8.3,"Moderate",13.4,"Sciences","3rd",2268.07,"Fair","Good","Moderate","Medium-Low",59.2
4551,29,"Male","Urban","Middle","Secondary",2695.86,0.1,18.9,0.542899290565401,2.1,"Both","Yes","None",69.3,66.7,45.8,57.8,"No","None","On-Campus","No",65.6,6.8,"Low",14,"Engineering","3rd",3018.23,"Excellent","Good","Moderate","Low",56.7666666666667
4552,24,"Male","Urban","Middle","Primary",4977.58,45.1,10.5,0.956416405271739,0.9,"Clubs","Yes","Smartphone",78.8,55.1,63.2,62.7,"No","Full","Off-Campus","No",41.5,5,"High",11.2,"Sciences","1st",4417.24,"Excellent","Average","Moderate","Low",60.3333333333333
4553,23,"Male","Urban","Middle","Tertiary",9675.71,80.9,27,0.7374943040777,8.4,"Clubs","No","Both",51.7,57,82,62.5,"Yes","None","Off-Campus","No",32.1,8.5,"High",16.7,"Education","2nd",4175.64,"Good","Good","High","Low",67.1666666666667
4554,18,"Male","Rural","Low","Secondary",36173.52,60.4,8.8,0.626537990872748,2.9,"Both","Yes","Laptop",55.7,55.9,53.2,53.1,"No","Partial","On-Campus","No",22.1,8,"Low",17.8,"Sciences","3rd",2953.78,"Good","Poor","Low","High",54.0666666666667
4555,26,"Male","Rural","Low","Secondary",10938.28,98.8,21.9,0.652709833113477,1,"Sports","Yes","Laptop",48.5,56,59.7,62.8,"Yes","None","Off-Campus","No",23.1,6.2,"Moderate",17.1,"Sciences","2nd",4753,"Excellent","Excellent","High","Low",59.5
4556,25,"Male","Urban","High","Primary",-4820.94,11.7,15.5,0.992696379311383,3.5,"None","No","Smartphone",70.6,61.8,67.4,71.9,"Yes","None","On-Campus","Yes",19.5,7.1,"Moderate",20,"Engineering","4th",1982.68,"Excellent","Good","Moderate","Low",67.0333333333333
4557,26,"Female","Urban","Middle","Tertiary",13758.91,97.7,7.8,0.624116583145224,5.3,"Sports","Yes","Both",68.1,53.5,57.6,38.8,"Yes","None","On-Campus","No",4.9,4.5,"Low",15.9,"Engineering","2nd",6918.4,"Fair","Poor","Low","Low",49.9666666666667
4558,28,"Female","Urban","Middle","None",36221.92,40.9,10.1,0.839579105260782,2.9,"None","No","Both",59.1,70.8,73.2,67.4,"Yes","None","On-Campus","No",41.3,7.1,"Low",18.1,"Arts","3rd",5969.48,"Good","Good","Moderate","High",70.4666666666667
4559,24,"Male","Urban","Middle","Secondary",47261.09,10.5,23.1,0.802888218895532,3.4,"Both","Yes","None",46.6,51.7,83.5,73.8,"Yes","None","Off-Campus","No",21.6,6.7,"Low",11.7,"Business","3rd",713.46,"Excellent","Excellent","High","High",69.6666666666667
4560,22,"Female","Urban","Low","Secondary",12380.88,76.4,12.5,0.949797739973292,5.1,"Both","Yes","Both",41.5,66.9,68.3,62,"No","None","On-Campus","No",30.8,6.4,"Low",15.4,"Sciences","4th",1543.97,"Good","Excellent","Moderate","Low",65.7333333333333
4561,22,"Female","Rural","Middle","None",23577.87,79,13.8,0.814716129214503,11.4,"None","No","Laptop",63.4,72.7,58,67.3,"No","None","Off-Campus","No",12.4,4.2,"High",13.6,"Sciences","2nd",2110.63,"Fair","Poor","Moderate","Medium-Low",66
4562,30,"Female","Rural","Low","Secondary",9033.4,12.3,14.9,0.900078419712372,6.1,"None","Yes","Both",60.9,46.6,44.7,56.4,"No","None","On-Campus","No",43.7,6.2,"Moderate",14.6,"Arts","4th",3446.69,"Fair","Average","Moderate","Low",49.2333333333333
4563,27,"Female","Urban","Middle","None",27597.85,41.5,8,0.525420554797165,3.2,"Clubs","Yes","Smartphone",47.6,56.9,43.3,62.5,"No","None","On-Campus","No",35.9,8.9,"Moderate",13.8,"Business","3rd",1730.88,"Fair","Poor","Low","Medium-High",54.2333333333333
4564,29,"Male","Urban","Low","Primary",52367.77,66.2,5.4,0.997132431948557,5.4,"Both","Yes","None",42.7,52.7,71.6,28.8,"Yes","None","Off-Campus","No",44,5.9,"Low",12,"Sciences","4th",4006.63,"Good","Poor","Low","High",51.0333333333333
4565,28,"Male","Rural","Middle","Primary",48325.69,0.6,7.6,0.639525165548548,8.5,"Clubs","Yes","Smartphone",45.6,44.5,54.9,59.1,"No","Partial","On-Campus","No",49.8,7.3,"Moderate",15.2,"Arts","2nd",5070.46,"Excellent","Average","Low","High",52.8333333333333
4566,26,"Female","Urban","Low","None",21339.53,12.9,20.2,0.555171436280943,5.9,"Sports","Yes","None",99.1,51.2,69.5,73.4,"Yes","None","Off-Campus","No",7.6,8.3,"High",18.2,"Sciences","1st",705.25,"Good","Good","High","Medium-Low",64.7
4567,23,"Male","Rural","Middle","Primary",8466.98,47.8,16.2,0.534274509176612,3.4,"Both","Yes","Laptop",76.4,47.8,34.2,63.2,"No","None","On-Campus","No",13.3,8.6,"Low",13,"Engineering","4th",3814.09,"Excellent","Good","Moderate","Low",48.4
4568,22,"Male","Rural","Low","Secondary",45437.95,54.9,20.1,0.731464766897261,-0.2,"Both","Yes","Both",82.1,62.9,67.1,82,"Yes","None","Off-Campus","No",60.5,9.8,"Low",12.7,"Education","3rd",5773.72,"Fair","Excellent","High","High",70.6666666666667
4569,20,"Female","Rural","Low","Secondary",45630.21,14.4,14.5,0.605020564049482,4,"None","Yes","Smartphone",51.9,51.2,67.9,94.2,"Yes","Full","On-Campus","No",34.3,4.2,"High",16.5,"Business","4th",3220.14,"Fair","Average","Moderate","High",71.1
4570,26,"Male","Urban","Low","Secondary",NA,64.4,21.3,NA,-0.2,"None","Yes","Both",47.7,40.5,47.7,62.6,"Yes","None","On-Campus","No",44.7,7.3,"Low",16.7,"Engineering","3rd",3324.33,"Good",NA,"High",NA,50.2666666666667
4571,26,"Female","Rural","Middle","Tertiary",22670.05,69.1,8.7,NA,3.8,"Clubs","Yes","Smartphone",85.3,36.2,43.1,60.5,"Yes","Partial","Off-Campus","No",48.5,6.7,"Low",15.9,"Sciences","3rd",-1214.61,"Good",NA,"Low","Medium-Low",46.6
4572,28,"Male","Urban","Low","Primary",20022.59,35.5,20.7,0.94020643341355,4,"Clubs","No","Laptop",94,54.8,72.7,58.1,"No","None","Off-Campus","No",39.2,7.4,"High",20.1,"Business","2nd",1977.06,"Fair","Good","High","Medium-Low",61.8666666666667
4573,21,"Male","Urban","Low","Secondary",20695.33,57.6,12,NA,6.1,"Sports","Yes","Laptop",61.4,61.2,102.4,70.9,"Yes","Full","Off-Campus","No",34.8,5.4,"Moderate",13.2,"Business","4th",2524.45,"Good",NA,"Moderate","Medium-Low",78.1666666666667
4574,17,"Female","Rural","Middle","Primary",31165.84,12,22.1,0.972931236145087,1,"Both","Yes","Laptop",52.1,38.4,54.5,83.4,"No","None","On-Campus","No",13.3,6,"Low",8.6,"Engineering","4th",2010.3,"Excellent","Excellent","High","Medium-High",58.7666666666667
4575,30,"Male","Urban","Middle","Secondary",NA,78,23.1,0.613521299907006,3.2,"Clubs","Yes","Smartphone",71,64.2,60.6,58.6,"Yes","Partial","Off-Campus","Yes",37.3,7.5,"Moderate",12.6,"Sciences","1st",2163.98,"Good","Excellent","High",NA,61.1333333333333
4576,21,"Male","Urban","Middle","Secondary",28059.82,83,17.8,0.747935527935624,7.3,"Clubs","Yes","Laptop",65.6,62,61.8,70.2,"No","Partial","On-Campus","No",43.1,5.7,"Low",17.6,"Arts","4th",2356.41,"Fair","Excellent","Moderate","Medium-High",64.6666666666667
4577,21,"Female","Urban","Low","Primary",33636.85,22.1,20.7,0.526831677765585,7.4,"None","Yes","Smartphone",59,69.5,56.2,46.2,"Yes","None","On-Campus","No",50.3,6.1,"High",12.8,"Education","3rd",1728.59,"Good","Poor","High","Medium-High",57.3
4578,23,"Female","Urban","High","None",42439.6,75.2,17.7,0.975983001058921,7.7,"Both","Yes","Smartphone",42.8,73.8,53.4,75.4,"Yes","None","On-Campus","No",15.7,8.8,"Low",13.3,"Business","2nd",4187.91,"Good","Excellent","Moderate","High",67.5333333333333
4579,23,"Male","Rural","Low","Primary",5372.51,21,20.7,0.709367604693398,5.1,"Clubs","Yes","Laptop",74.7,47.2,60.5,57,"Yes","None","Off-Campus","No",10.6,6.2,"High",12.9,"Engineering","4th",1379.51,"Excellent","Average","High","Low",54.9
4580,22,"Male","Rural","Low","Secondary",43913.24,24.4,11.1,0.723407948855311,3.9,"None","Yes","Smartphone",58.8,56.1,32.5,96.9,"Yes","None","On-Campus","Yes",17.4,8.5,"High",18.7,"Arts","2nd",3912.22,"Excellent","Poor","Moderate","High",61.8333333333333
4581,19,"Female","Urban","Low","Tertiary",34864.7,97.4,15.8,NA,2.7,"Clubs","No","None",54.7,52.6,87.9,53.6,"No","None","On-Campus","No",25,3.3,"Moderate",13.6,"Sciences","2nd",6666.15,"Good",NA,"Moderate","Medium-High",64.7
4582,29,"Male","Urban","Middle","Secondary",8213.65,16.8,9.8,0.564801424043253,5,"Clubs","No","None",71.6,58.3,54.6,79.7,"Yes","None","On-Campus","No",42.6,7.5,"Low",16.1,"Arts","2nd",775.45,"Good","Poor","Low","Low",64.2
4583,21,"Male","Rural","Middle","None",22388.22,80.1,20.3,0.986553965252824,4.5,"Clubs","Yes","Laptop",41.4,46.5,45.3,55.5,"No","None","On-Campus","Yes",48.7,5.6,"Low",14.5,"Arts","2nd",7439.84,"Fair","Excellent","High","Medium-Low",49.1
4584,27,"Male","Urban","Middle","Secondary",39994.17,53,10.6,0.921032972517423,2.8,"None","No","Laptop",77.5,71.3,90.4,89.3,"No","Partial","On-Campus","Yes",12.9,7.6,"Moderate",16.3,"Business","4th",2727.73,"Good","Excellent","Moderate","High",83.6666666666667
4585,20,"Female","Rural","Middle","Primary",9666.64,73.5,20.5,0.977317552431487,8.1,"Sports","Yes","Both",53.8,55.4,51.4,82.5,"No","None","On-Campus","No",21.7,6.3,"Low",14.2,"Business","3rd",3441.92,"Good","Excellent","High","Low",63.1
4586,24,"Male","Urban","Middle","Primary",20046.97,96.4,9.1,0.76613169524353,7.1,"Sports","Yes","Laptop",40.5,40,75.2,32.4,"Yes","Partial","On-Campus","No",34.9,5.3,"Low",13.7,"Sciences","4th",3970.84,"Fair","Poor","Low","Medium-Low",49.2
4587,19,"Female","Urban","Middle","Secondary",25196.21,25.2,9,0.540953921736218,10,"None","Yes","Both",58.5,77.6,76,93.6,"No","None","Off-Campus","No",43,7.8,"High",15.9,"Business","1st",3100.33,"Excellent","Poor","Low","Medium-Low",82.4
4588,29,"Female","Urban","Middle","Tertiary",14258.05,74.9,13.2,0.896709172055125,-0.1,"Sports","Yes","Laptop",77.8,71.9,37,57.3,"Yes","None","On-Campus","Yes",59.9,6.7,"High",13.3,"Education","4th",3357.54,"Excellent","Poor","Moderate","Low",55.4
4589,28,"Female","Urban","Middle","None",23670.53,10.8,20.7,0.966891300166026,3.5,"None","Yes","None",95.4,59.6,74.6,46.1,"No","Partial","On-Campus","No",26.6,5,"High",14.6,"Sciences","3rd",5499.82,"Fair","Excellent","High","Medium-Low",60.1
4590,29,"Male","Urban","Low","Primary",19301.43,13.3,18.3,0.868104599416256,2.7,"Clubs","Yes","Smartphone",68.7,56.5,55.3,33.7,"No","None","Off-Campus","No",49.2,4.5,"High",17,"Education","3rd",3553.53,"Good","Average","Moderate","Medium-Low",48.5
4591,28,"Female","Urban","Middle","Secondary",24723.03,81.7,15.1,0.964001581305638,11.1,"Both","Yes","Both",87.3,46.3,52.3,30.7,"Yes","Partial","On-Campus","Yes",41.6,6.2,"Low",14.3,"Education","4th",3145.74,"Excellent","Excellent","Moderate","Medium-Low",43.1
4592,22,"Female","Urban","Low","Primary",NA,87.9,11.3,0.715143562294543,2.6,"Both","Yes","Both",49,66.5,66.3,66.1,"No","None","On-Campus","No",20.7,8,"High",13.4,"Arts","1st",4446.35,"Excellent","Average","Moderate",NA,66.3
4593,19,"Male","Rural","Low","Primary",28698.05,22.4,4,0.99164747656323,5.7,"None","Yes","Smartphone",51.2,45.4,54.2,59.5,"No","None","Off-Campus","No",22.6,8.5,"Moderate",14.6,"Business","2nd",2141.02,"Fair","Average","Low","Medium-High",53.0333333333333
4594,30,"Male","Urban","Low","Tertiary",9573.94,71.4,15.8,0.84781461278908,6.2,"Clubs","Yes","Both",53.5,55.6,64.3,41.9,"No","None","Off-Campus","No",24.2,7.4,"Moderate",12.2,"Education","4th",5154.79,"Fair","Excellent","Moderate","Low",53.9333333333333
4595,18,"Female","Rural","Middle","Secondary",25540.84,93.3,14.1,0.792641643201932,4.5,"None","Yes","Laptop",82.7,79.1,50,81.7,"No","Partial","On-Campus","No",45.2,10.7,"Moderate",20.9,"Arts","4th",2846.27,"Good","Excellent","Moderate","Medium-High",70.2666666666667
4596,25,"Female","Urban","Low","Primary",15323.62,99.2,12,0.99562825425528,2.6,"Clubs","Yes","Both",67.2,41.7,58.8,56,"Yes","Partial","On-Campus","No",22.4,4.8,"Low",7.8,"Sciences","2nd",3697.93,"Excellent","Average","Moderate","Medium-Low",52.1666666666667
4597,27,"Male","Urban","High","Tertiary",21286.35,71.9,5.1,0.504570632241666,5.4,"None","No","Smartphone",60.2,52.3,69.9,60,"Yes","None","Off-Campus","No",34.5,7.1,"Low",15.6,"Education","1st",3322.72,"Good","Poor","Low","Medium-Low",60.7333333333333
4598,29,"Female","Rural","Middle","Secondary",42590.26,69.2,21.2,0.666432083467953,3.6,"None","No","Laptop",77.4,84.7,29.1,32.4,"Yes","Partial","Off-Campus","Yes",47.9,5.8,"Moderate",15.1,"Arts","2nd",4538.68,"Excellent","Poor","High","High",48.7333333333333
4599,28,"Female","Urban","Low","Secondary",38121.99,58.8,22.8,0.737917759804986,4.4,"Sports","Yes","None",58.7,54,64.9,17.9,"Yes","Full","Off-Campus","No",25.1,8.4,"Moderate",12.4,"Arts","3rd",540.37,"Fair","Good","High","High",45.6
4600,23,"Male","Urban","Middle","Secondary",44104.73,72.4,9.9,0.715665321215056,7.2,"Sports","Yes","Smartphone",52.7,31.9,64.1,62.5,"No","Partial","Off-Campus","No",10.3,7.6,"High",14,"Business","1st",2499.24,"Good","Poor","Low","High",52.8333333333333
4601,25,"Male","Urban","Low","None",4065.09,8.3,33.3,0.864955929107964,3.6,"Sports","Yes","Smartphone",79.1,87.5,66.2,51.1,"Yes","None","Off-Campus","No",20.8,7,"Moderate",16.8,"Education","2nd",2553.03,"Good","Excellent","Very High","Low",68.2666666666667
4602,29,"Female","Urban","Low","None",19100.52,96.7,4,0.90972408966627,3.6,"Sports","Yes","None",86.4,71.3,80.4,74.6,"Yes","Partial","Off-Campus","No",33.1,4.8,"High",15.5,"Business","4th",5025.92,"Good","Poor","Low","Medium-Low",75.4333333333333
4603,19,"Female","Urban","Middle","None",15648.16,46.1,11.5,NA,4.4,"Both","Yes","Laptop",82.9,49.8,82.2,47.3,"No","None","On-Campus","No",22.5,9.8,"High",12.5,"Sciences","3rd",3796.55,"Excellent",NA,"Moderate","Medium-Low",59.7666666666667
4604,18,"Female","Rural","High","Secondary",39981.56,44.5,14.8,0.625802586786449,7.7,"Clubs","No","Smartphone",44.4,67.4,35.9,71.7,"Yes","None","Off-Campus","Yes",59.7,10.5,"Moderate",13,"Arts","1st",4011.01,"Good","Poor","Moderate","High",58.3333333333333
4605,30,"Male","Rural","Middle","None",47491.3,60.3,26.9,0.542534519219771,3.9,"Both","Yes","None",87,64.2,52.4,44,"No","None","Off-Campus","Yes",21.6,5.5,"Moderate",14.9,"Engineering","2nd",5151.98,"Good","Excellent","High","High",53.5333333333333
4606,23,"Female","Urban","Low","None",24.65,61.5,8.5,0.777707912842743,4.4,"None","No","None",40.7,77.2,55.9,60.6,"No","None","On-Campus","No",42.4,4.9,"High",10.9,"Education","3rd",744.97,"Fair","Poor","Low","Low",64.5666666666667
4607,22,"Female","Urban","Low","Tertiary",14038.42,28.4,20.8,0.523102357517928,10.4,"None","Yes","Both",49.4,43.8,60.8,41.7,"No","None","On-Campus","No",25.5,6.7,"Moderate",16.4,"Education","2nd",1130.07,"Excellent","Average","High","Low",48.7666666666667
4608,20,"Female","Urban","Low","Primary",44045.19,46,19.9,0.989058365230449,6.4,"Both","Yes","None",63.6,66.2,36.9,58.8,"Yes","Partial","On-Campus","No",56,6.9,"Moderate",18.5,"Business","2nd",2911.85,"Good","Excellent","Moderate","High",53.9666666666667
4609,28,"Female","Rural","Low","None",13296.24,99.2,7.4,0.922619017306715,3.2,"Both","Yes","Both",94.5,61.5,18.2,64.4,"Yes","Full","Off-Campus","No",11.6,10.1,"High",17.6,"Education","1st",2505.38,"Excellent","Poor","Low","Low",48.0333333333333
